target_def,contrast,mean_a,mean_b,diff,t_stat,p_value,cohens_d,n
VerbOnly,SENTENCE - JABBERWOCKY,0.24876036645273417,0.1796420054053063,0.06911836104742786,7.432385911044804,3.437735286312876e-08,1.3569618065209414,30
VerbOnly,JABBERWOCKY - FULL_SCRAMBLED,0.1796420054053063,0.029294068153073265,0.15034793725223305,11.228499807114986,4.472274229363752e-12,2.0500342104330946,30
VerbOnly,JABBERWOCKY - CONTENT_SCRAMBLED,0.1796420054053063,0.16590047887978773,0.013741526525518577,1.2262168695715445,0.22998109375723913,0.22387554661923503,30
VerbOnly,JABBERWOCKY - FUNCTION_SCRAMBLED,0.1796420054053063,0.009966311325357916,0.1696756940799484,19.26257544024307,4.533300275326672e-18,3.5168490280887115,30
VPStart,SENTENCE - JABBERWOCKY,0.6101454278657304,0.5976923238406016,0.012453104025128892,0.7245685213103202,0.4745225203144515,0.1322875078599417,30
VPStart,JABBERWOCKY - FULL_SCRAMBLED,0.5976923238406016,0.117071037480279,0.48062128636032253,12.728866937538857,2.1343791506603927e-13,2.323962517723911,30
VPStart,JABBERWOCKY - CONTENT_SCRAMBLED,0.5976923238406016,0.6049360468283339,-0.007243722987732348,-0.3900467778657236,0.6993521344285933,-0.07121247290642119,30
VPStart,JABBERWOCKY - FUNCTION_SCRAMBLED,0.5976923238406016,0.028506342014103816,0.5691859818264977,31.004629766974986,8.694910502641571e-24,5.660645036822781,30
