item_id,condition,cue_word,mass_VERB,mass_BEHAVE,mass_NEG,mass_ADV,mass_OTHER,mass_VerbOnly,mass_VPStart
27,JABBERWOCKY,may,0.12951477160095237,0.4453568151293439,0.0660208908302593,0.03274468817835441,0.24160667506293976,0.12951477160095237,0.6408924775605556
27,FULL_SCRAMBLED,may,0.012408478214638308,0.0005259046447463334,0.013540243424358778,0.0034287301095901057,0.5461004849057645,0.012408478214638308,0.02647462628374342
27,CONTENT_SCRAMBLED,may,0.11874797082782607,0.45568429491322604,0.07801049157933448,0.1215140839049127,0.17127017347957008,0.11874797082782607,0.6524427573203866
27,FUNCTION_SCRAMBLED,may,0.008042681816732511,0.0034779498382704332,0.008322977213538252,0.004054345015902072,0.6296542895579478,0.008042681816732511,0.019843608868541196
28,SENTENCE,will,0.3112091075308854,0.2376261676181457,0.05238601330347592,0.10624739036575193,0.24066566820329172,0.3112091075308854,0.601221288452507
28,JABBERWOCKY,will,0.20240627481689444,0.32655966368474765,0.10324789610967855,0.08034648157627089,0.22526343768913648,0.20240627481689444,0.6322138346113206
28,FULL_SCRAMBLED,will,0.0009940832242136821,0.008603554109868128,0.002643575739057269,0.0006786517042201012,0.4227626259889803,0.0009940832242136821,0.012241213073139079
28,CONTENT_SCRAMBLED,will,0.2709959112908109,0.2293205476962612,0.06046076588972937,0.10356182223767973,0.24638502146262908,0.2709959112908109,0.5607772248768015
28,FUNCTION_SCRAMBLED,will,0.011913627502508461,0.004262823509634472,0.010420357939437963,0.004834768973523751,0.5245271956518991,0.011913627502508461,0.026596808951580897
29,SENTENCE,will,0.3151831926879822,0.20514099879801506,0.05671736967633478,0.10685007905703969,0.26282834563971846,0.3151831926879822,0.5770415611623321
29,JABBERWOCKY,will,0.22593723689715262,0.31331517555372557,0.07563725455838721,0.10139855946908938,0.2320796948079078,0.22593723689715262,0.6148896670092654
29,FULL_SCRAMBLED,will,0.017600914725335315,0.0021929878275841475,0.02066035446478054,0.01576870858843904,0.4641629718680633,0.017600914725335315,0.0404542570177
29,CONTENT_SCRAMBLED,will,0.22593723689715262,0.31331517555372557,0.07563725455838721,0.10139855946908938,0.2320796948079078,0.22593723689715262,0.6148896670092654
29,FUNCTION_SCRAMBLED,will,0.007303438091184944,0.00018618293688632548,0.02931559098942671,0.00164576324459631,0.4977859646314755,0.007303438091184944,0.03680521201749798
30,SENTENCE,would,0.20974076652055373,0.40294024200193235,0.08201883088986506,0.09149535452888813,0.17143617950569023,0.20974076652055373,0.6946998394123511
30,JABBERWOCKY,would,0.2320235004699498,0.34709473336988594,0.0499665330426069,0.09158653807389783,0.19997748402238358,0.2320235004699498,0.6290847668824426
30,FULL_SCRAMBLED,would,0.18609885047771968,0.33891289796156343,0.09066200620873133,0.09398466133279726,0.2121423066855641,0.18609885047771968,0.6156737546480144
30,CONTENT_SCRAMBLED,would,0.18609885047771968,0.33891289796156343,0.09066200620873133,0.09398466133279726,0.2121423066855641,0.18609885047771968,0.6156737546480144
30,FUNCTION_SCRAMBLED,would,0.01726684914319776,0.0025360425206599757,0.014153954354696907,0.016372798694646917,0.5524553571303841,0.01726684914319776,0.03395684601855464
