set_id,cue_family,cue_word,condition,context_k,target_mass,mass_VERB,mass_NOUN,mass_ADJ,mass_NP_START,mass_PARTICIPLE,mass_CLAUSE_START
2,modals,can,FUNCTION_SCRAMBLED,8,0.01359131999197416,0.01359131999197416,,,,,
2,modals,can,FUNCTION_SCRAMBLED,full,0.01359131999197416,0.01359131999197416,,,,,
2,modals,can,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
2,modals,can,CUE_DELETED,2,0.0010341162997065112,0.0010341162997065112,,,,,
2,modals,can,CUE_DELETED,4,0.0014398775456356816,0.0014398775456356816,,,,,
2,modals,can,CUE_DELETED,8,0.0014398775456356816,0.0014398775456356816,,,,,
2,modals,can,CUE_DELETED,full,0.0014398775456356816,0.0014398775456356816,,,,,
3,modals,will,SENTENCE,1,0.10012808458850486,0.10012808458850486,,,,,
3,modals,will,SENTENCE,2,0.5726414189302886,0.5726414189302886,,,,,
3,modals,will,SENTENCE,4,0.6092223368141276,0.6092223368141276,,,,,
3,modals,will,SENTENCE,8,0.6092223368141276,0.6092223368141276,,,,,
3,modals,will,SENTENCE,full,0.6092223368141276,0.6092223368141276,,,,,
3,modals,will,JABBERWOCKY,1,0.10012808458850486,0.10012808458850486,,,,,
3,modals,will,JABBERWOCKY,2,0.5842546005733311,0.5842546005733311,,,,,
3,modals,will,JABBERWOCKY,4,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,JABBERWOCKY,8,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,JABBERWOCKY,full,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,FULL_SCRAMBLED,1,6.27860426902771e-05,6.27860426902771e-05,,,,,
3,modals,will,FULL_SCRAMBLED,2,6.179680531204212e-05,6.179680531204212e-05,,,,,
3,modals,will,FULL_SCRAMBLED,4,6.995829244260676e-05,6.995829244260676e-05,,,,,
3,modals,will,FULL_SCRAMBLED,8,6.995829244260676e-05,6.995829244260676e-05,,,,,
3,modals,will,FULL_SCRAMBLED,full,6.995829244260676e-05,6.995829244260676e-05,,,,,
3,modals,will,CONTENT_SCRAMBLED,1,0.10012808458850486,0.10012808458850486,,,,,
3,modals,will,CONTENT_SCRAMBLED,2,0.5842546005733311,0.5842546005733311,,,,,
3,modals,will,CONTENT_SCRAMBLED,4,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,CONTENT_SCRAMBLED,8,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,CONTENT_SCRAMBLED,full,0.5081101213872898,0.5081101213872898,,,,,
3,modals,will,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
3,modals,will,FUNCTION_SCRAMBLED,2,0.010488210056792013,0.010488210056792013,,,,,
3,modals,will,FUNCTION_SCRAMBLED,4,0.004886137059656903,0.004886137059656903,,,,,
3,modals,will,FUNCTION_SCRAMBLED,8,0.004886137059656903,0.004886137059656903,,,,,
3,modals,will,FUNCTION_SCRAMBLED,full,0.004886137059656903,0.004886137059656903,,,,,
3,modals,will,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
3,modals,will,CUE_DELETED,2,1.520913701824611e-05,1.520913701824611e-05,,,,,
3,modals,will,CUE_DELETED,4,3.116154039162211e-05,3.116154039162211e-05,,,,,
3,modals,will,CUE_DELETED,8,3.116154039162211e-05,3.116154039162211e-05,,,,,
3,modals,will,CUE_DELETED,full,3.116154039162211e-05,3.116154039162211e-05,,,,,
4,modals,can,SENTENCE,1,0.05125490838690894,0.05125490838690894,,,,,
4,modals,can,SENTENCE,2,0.3789677405366092,0.3789677405366092,,,,,
4,modals,can,SENTENCE,4,0.399665670513059,0.399665670513059,,,,,
4,modals,can,SENTENCE,8,0.399665670513059,0.399665670513059,,,,,
4,modals,can,SENTENCE,full,0.399665670513059,0.399665670513059,,,,,
4,modals,can,JABBERWOCKY,1,0.05125490838690894,0.05125490838690894,,,,,
4,modals,can,JABBERWOCKY,2,0.5750550830489374,0.5750550830489374,,,,,
4,modals,can,JABBERWOCKY,4,0.6252226263568446,0.6252226263568446,,,,,
4,modals,can,JABBERWOCKY,8,0.6252226263568446,0.6252226263568446,,,,,
4,modals,can,JABBERWOCKY,full,0.6252226263568446,0.6252226263568446,,,,,
4,modals,can,FULL_SCRAMBLED,1,0.010756851152109448,0.010756851152109448,,,,,
4,modals,can,FULL_SCRAMBLED,2,0.0098365574995114,0.0098365574995114,,,,,
4,modals,can,FULL_SCRAMBLED,4,0.004410507073771441,0.004410507073771441,,,,,
4,modals,can,FULL_SCRAMBLED,8,0.004410507073771441,0.004410507073771441,,,,,
4,modals,can,FULL_SCRAMBLED,full,0.004410507073771441,0.004410507073771441,,,,,
4,modals,can,CONTENT_SCRAMBLED,1,0.05125490838690894,0.05125490838690894,,,,,
4,modals,can,CONTENT_SCRAMBLED,2,0.4721192541765049,0.4721192541765049,,,,,
4,modals,can,CONTENT_SCRAMBLED,4,0.5265488006189116,0.5265488006189116,,,,,
4,modals,can,CONTENT_SCRAMBLED,8,0.5265488006189116,0.5265488006189116,,,,,
4,modals,can,CONTENT_SCRAMBLED,full,0.5265488006189116,0.5265488006189116,,,,,
4,modals,can,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
4,modals,can,FUNCTION_SCRAMBLED,2,0.007216783429612406,0.007216783429612406,,,,,
4,modals,can,FUNCTION_SCRAMBLED,4,0.006916164988069795,0.006916164988069795,,,,,
4,modals,can,FUNCTION_SCRAMBLED,8,0.006916164988069795,0.006916164988069795,,,,,
4,modals,can,FUNCTION_SCRAMBLED,full,0.006916164988069795,0.006916164988069795,,,,,
4,modals,can,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
4,modals,can,CUE_DELETED,2,0.0009734745472087525,0.0009734745472087525,,,,,
4,modals,can,CUE_DELETED,4,0.00040977269600261934,0.00040977269600261934,,,,,
4,modals,can,CUE_DELETED,8,0.00040977269600261934,0.00040977269600261934,,,,,
4,modals,can,CUE_DELETED,full,0.00040977269600261934,0.00040977269600261934,,,,,
5,modals,must,SENTENCE,1,0.13057715141621884,0.13057715141621884,,,,,
5,modals,must,SENTENCE,2,0.5793445741801406,0.5793445741801406,,,,,
5,modals,must,SENTENCE,4,0.6392930148540472,0.6392930148540472,,,,,
5,modals,must,SENTENCE,8,0.6392930148540472,0.6392930148540472,,,,,
5,modals,must,SENTENCE,full,0.6392930148540472,0.6392930148540472,,,,,
5,modals,must,JABBERWOCKY,1,0.13057715141621884,0.13057715141621884,,,,,
5,modals,must,JABBERWOCKY,2,0.7282629285746225,0.7282629285746225,,,,,
5,modals,must,JABBERWOCKY,4,0.7600744505398325,0.7600744505398325,,,,,
5,modals,must,JABBERWOCKY,8,0.7600744505398325,0.7600744505398325,,,,,
5,modals,must,JABBERWOCKY,full,0.7600744505398325,0.7600744505398325,,,,,
5,modals,must,FULL_SCRAMBLED,1,0.0026399374546599574,0.0026399374546599574,,,,,
5,modals,must,FULL_SCRAMBLED,2,0.003772489755647257,0.003772489755647257,,,,,
5,modals,must,FULL_SCRAMBLED,4,0.008202345910831355,0.008202345910831355,,,,,
5,modals,must,FULL_SCRAMBLED,8,0.008202345910831355,0.008202345910831355,,,,,
5,modals,must,FULL_SCRAMBLED,full,0.008202345910831355,0.008202345910831355,,,,,
5,modals,must,CONTENT_SCRAMBLED,1,0.13057715141621884,0.13057715141621884,,,,,
5,modals,must,CONTENT_SCRAMBLED,2,0.6102231006880174,0.6102231006880174,,,,,
5,modals,must,CONTENT_SCRAMBLED,4,0.6884406760073034,0.6884406760073034,,,,,
5,modals,must,CONTENT_SCRAMBLED,8,0.6884406760073034,0.6884406760073034,,,,,
5,modals,must,CONTENT_SCRAMBLED,full,0.6884406760073034,0.6884406760073034,,,,,
5,modals,must,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
5,modals,must,FUNCTION_SCRAMBLED,2,0.013088081803289242,0.013088081803289242,,,,,
5,modals,must,FUNCTION_SCRAMBLED,4,0.01006709378270898,0.01006709378270898,,,,,
5,modals,must,FUNCTION_SCRAMBLED,8,0.01006709378270898,0.01006709378270898,,,,,
5,modals,must,FUNCTION_SCRAMBLED,full,0.01006709378270898,0.01006709378270898,,,,,
5,modals,must,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
5,modals,must,CUE_DELETED,2,0.00021528024808503687,0.00021528024808503687,,,,,
5,modals,must,CUE_DELETED,4,0.0010387928159616422,0.0010387928159616422,,,,,
5,modals,must,CUE_DELETED,8,0.0010387928159616422,0.0010387928159616422,,,,,
5,modals,must,CUE_DELETED,full,0.0010387928159616422,0.0010387928159616422,,,,,
6,modals,would,SENTENCE,1,0.1575430680968566,0.1575430680968566,,,,,
6,modals,would,SENTENCE,2,0.5522337726288242,0.5522337726288242,,,,,
6,modals,would,SENTENCE,4,0.5417428079672391,0.5417428079672391,,,,,
6,modals,would,SENTENCE,8,0.5417428079672391,0.5417428079672391,,,,,
6,modals,would,SENTENCE,full,0.5417428079672391,0.5417428079672391,,,,,
6,modals,would,JABBERWOCKY,1,0.1575430680968566,0.1575430680968566,,,,,
6,modals,would,JABBERWOCKY,2,0.6048571929968602,0.6048571929968602,,,,,
6,modals,would,JABBERWOCKY,4,0.699789974542,0.699789974542,,,,,
6,modals,would,JABBERWOCKY,8,0.699789974542,0.699789974542,,,,,
6,modals,would,JABBERWOCKY,full,0.699789974542,0.699789974542,,,,,
6,modals,would,FULL_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
6,modals,would,FULL_SCRAMBLED,2,0.01366679577040486,0.01366679577040486,,,,,
6,modals,would,FULL_SCRAMBLED,4,0.013424059929093346,0.013424059929093346,,,,,
6,modals,would,FULL_SCRAMBLED,8,0.013424059929093346,0.013424059929093346,,,,,
6,modals,would,FULL_SCRAMBLED,full,0.013424059929093346,0.013424059929093346,,,,,
6,modals,would,CONTENT_SCRAMBLED,1,0.1575430680968566,0.1575430680968566,,,,,
6,modals,would,CONTENT_SCRAMBLED,2,0.5684393387709861,0.5684393387709861,,,,,
6,modals,would,CONTENT_SCRAMBLED,4,0.5744816043552419,0.5744816043552419,,,,,
6,modals,would,CONTENT_SCRAMBLED,8,0.5744816043552419,0.5744816043552419,,,,,
6,modals,would,CONTENT_SCRAMBLED,full,0.5744816043552419,0.5744816043552419,,,,,
6,modals,would,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
6,modals,would,FUNCTION_SCRAMBLED,2,0.01469766569789499,0.01469766569789499,,,,,
6,modals,would,FUNCTION_SCRAMBLED,4,0.009073802881175652,0.009073802881175652,,,,,
6,modals,would,FUNCTION_SCRAMBLED,8,0.009073802881175652,0.009073802881175652,,,,,
6,modals,would,FUNCTION_SCRAMBLED,full,0.009073802881175652,0.009073802881175652,,,,,
6,modals,would,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
6,modals,would,CUE_DELETED,2,0.00013626107829622924,0.00013626107829622924,,,,,
6,modals,would,CUE_DELETED,4,6.494428816949949e-05,6.494428816949949e-05,,,,,
6,modals,would,CUE_DELETED,8,6.494428816949949e-05,6.494428816949949e-05,,,,,
6,modals,would,CUE_DELETED,full,6.494428816949949e-05,6.494428816949949e-05,,,,,
7,modals,might,SENTENCE,1,0.12006221169576747,0.12006221169576747,,,,,
7,modals,might,SENTENCE,2,0.5494776759405795,0.5494776759405795,,,,,
7,modals,might,SENTENCE,4,0.5788964556741121,0.5788964556741121,,,,,
7,modals,might,SENTENCE,8,0.5788964556741121,0.5788964556741121,,,,,
7,modals,might,SENTENCE,full,0.5788964556741121,0.5788964556741121,,,,,
7,modals,might,JABBERWOCKY,1,0.12006221169576747,0.12006221169576747,,,,,
7,modals,might,JABBERWOCKY,2,0.5473654230263492,0.5473654230263492,,,,,
7,modals,might,JABBERWOCKY,4,0.5068012690608157,0.5068012690608157,,,,,
7,modals,might,JABBERWOCKY,8,0.5068012690608157,0.5068012690608157,,,,,
7,modals,might,JABBERWOCKY,full,0.5068012690608157,0.5068012690608157,,,,,
7,modals,might,FULL_SCRAMBLED,1,0.004789656712091528,0.004789656712091528,,,,,
7,modals,might,FULL_SCRAMBLED,2,0.007946960278786719,0.007946960278786719,,,,,
7,modals,might,FULL_SCRAMBLED,4,0.011321759615384508,0.011321759615384508,,,,,
7,modals,might,FULL_SCRAMBLED,8,0.011321759615384508,0.011321759615384508,,,,,
7,modals,might,FULL_SCRAMBLED,full,0.011321759615384508,0.011321759615384508,,,,,
7,modals,might,CONTENT_SCRAMBLED,1,0.12006221169576747,0.12006221169576747,,,,,
7,modals,might,CONTENT_SCRAMBLED,2,0.6086097196712217,0.6086097196712217,,,,,
7,modals,might,CONTENT_SCRAMBLED,4,0.599550472034025,0.599550472034025,,,,,
7,modals,might,CONTENT_SCRAMBLED,8,0.599550472034025,0.599550472034025,,,,,
7,modals,might,CONTENT_SCRAMBLED,full,0.599550472034025,0.599550472034025,,,,,
7,modals,might,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
7,modals,might,FUNCTION_SCRAMBLED,2,0.012438533172826283,0.012438533172826283,,,,,
7,modals,might,FUNCTION_SCRAMBLED,4,0.01106780266854912,0.01106780266854912,,,,,
7,modals,might,FUNCTION_SCRAMBLED,8,0.01106780266854912,0.01106780266854912,,,,,
7,modals,might,FUNCTION_SCRAMBLED,full,0.01106780266854912,0.01106780266854912,,,,,
7,modals,might,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
7,modals,might,CUE_DELETED,2,0.00014132489741314203,0.00014132489741314203,,,,,
7,modals,might,CUE_DELETED,4,0.0027853429928654805,0.0027853429928654805,,,,,
7,modals,might,CUE_DELETED,8,0.0027853429928654805,0.0027853429928654805,,,,,
7,modals,might,CUE_DELETED,full,0.0027853429928654805,0.0027853429928654805,,,,,
8,modals,could,SENTENCE,1,0.13353949219890637,0.13353949219890637,,,,,
8,modals,could,SENTENCE,2,0.49729125778685557,0.49729125778685557,,,,,
8,modals,could,SENTENCE,4,0.4634498463346972,0.4634498463346972,,,,,
8,modals,could,SENTENCE,8,0.4634498463346972,0.4634498463346972,,,,,
8,modals,could,SENTENCE,full,0.4634498463346972,0.4634498463346972,,,,,
8,modals,could,JABBERWOCKY,1,0.13353949219890637,0.13353949219890637,,,,,
8,modals,could,JABBERWOCKY,2,0.5536000205320306,0.5536000205320306,,,,,
8,modals,could,JABBERWOCKY,4,0.6584306431159348,0.6584306431159348,,,,,
8,modals,could,JABBERWOCKY,8,0.6584306431159348,0.6584306431159348,,,,,
8,modals,could,JABBERWOCKY,full,0.6584306431159348,0.6584306431159348,,,,,
8,modals,could,FULL_SCRAMBLED,1,0.003313469162094407,0.003313469162094407,,,,,
8,modals,could,FULL_SCRAMBLED,2,0.0005368547899706755,0.0005368547899706755,,,,,
8,modals,could,FULL_SCRAMBLED,4,0.0007953292624733876,0.0007953292624733876,,,,,
8,modals,could,FULL_SCRAMBLED,8,0.0007953292624733876,0.0007953292624733876,,,,,
8,modals,could,FULL_SCRAMBLED,full,0.0007953292624733876,0.0007953292624733876,,,,,
8,modals,could,CONTENT_SCRAMBLED,1,0.13353949219890637,0.13353949219890637,,,,,
8,modals,could,CONTENT_SCRAMBLED,2,0.5672630815279263,0.5672630815279263,,,,,
8,modals,could,CONTENT_SCRAMBLED,4,0.6195455376000609,0.6195455376000609,,,,,
8,modals,could,CONTENT_SCRAMBLED,8,0.6195455376000609,0.6195455376000609,,,,,
8,modals,could,CONTENT_SCRAMBLED,full,0.6195455376000609,0.6195455376000609,,,,,
8,modals,could,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
8,modals,could,FUNCTION_SCRAMBLED,2,0.008049536481848918,0.008049536481848918,,,,,
8,modals,could,FUNCTION_SCRAMBLED,4,0.01053369943110738,0.01053369943110738,,,,,
8,modals,could,FUNCTION_SCRAMBLED,8,0.01053369943110738,0.01053369943110738,,,,,
8,modals,could,FUNCTION_SCRAMBLED,full,0.01053369943110738,0.01053369943110738,,,,,
8,modals,could,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
8,modals,could,CUE_DELETED,2,0.0,0.0,,,,,
8,modals,could,CUE_DELETED,4,6.049572584743146e-05,6.049572584743146e-05,,,,,
8,modals,could,CUE_DELETED,8,6.049572584743146e-05,6.049572584743146e-05,,,,,
8,modals,could,CUE_DELETED,full,6.049572584743146e-05,6.049572584743146e-05,,,,,
9,modals,might,SENTENCE,1,0.12006221169576747,0.12006221169576747,,,,,
9,modals,might,SENTENCE,2,0.5274167494535504,0.5274167494535504,,,,,
9,modals,might,SENTENCE,4,0.6371624536550371,0.6371624536550371,,,,,
9,modals,might,SENTENCE,8,0.6371624536550371,0.6371624536550371,,,,,
9,modals,might,SENTENCE,full,0.6371624536550371,0.6371624536550371,,,,,
9,modals,might,JABBERWOCKY,1,0.12006221169576747,0.12006221169576747,,,,,
9,modals,might,JABBERWOCKY,2,0.607813955466554,0.607813955466554,,,,,
9,modals,might,JABBERWOCKY,4,0.5561415387346642,0.5561415387346642,,,,,
9,modals,might,JABBERWOCKY,8,0.5561415387346642,0.5561415387346642,,,,,
9,modals,might,JABBERWOCKY,full,0.5561415387346642,0.5561415387346642,,,,,
9,modals,might,FULL_SCRAMBLED,1,0.12006221169576747,0.12006221169576747,,,,,
9,modals,might,FULL_SCRAMBLED,2,0.020912385631163488,0.020912385631163488,,,,,
9,modals,might,FULL_SCRAMBLED,4,0.009837029501795769,0.009837029501795769,,,,,
9,modals,might,FULL_SCRAMBLED,8,0.009837029501795769,0.009837029501795769,,,,,
9,modals,might,FULL_SCRAMBLED,full,0.009837029501795769,0.009837029501795769,,,,,
9,modals,might,CONTENT_SCRAMBLED,1,0.12006221169576747,0.12006221169576747,,,,,
9,modals,might,CONTENT_SCRAMBLED,2,0.6147314182417176,0.6147314182417176,,,,,
9,modals,might,CONTENT_SCRAMBLED,4,0.5866660012070497,0.5866660012070497,,,,,
9,modals,might,CONTENT_SCRAMBLED,8,0.5866660012070497,0.5866660012070497,,,,,
9,modals,might,CONTENT_SCRAMBLED,full,0.5866660012070497,0.5866660012070497,,,,,
9,modals,might,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
9,modals,might,FUNCTION_SCRAMBLED,2,0.010740661222371273,0.010740661222371273,,,,,
9,modals,might,FUNCTION_SCRAMBLED,4,0.010639101674314588,0.010639101674314588,,,,,
9,modals,might,FUNCTION_SCRAMBLED,8,0.010639101674314588,0.010639101674314588,,,,,
9,modals,might,FUNCTION_SCRAMBLED,full,0.010639101674314588,0.010639101674314588,,,,,
9,modals,might,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
9,modals,might,CUE_DELETED,2,0.00018176381126977503,0.00018176381126977503,,,,,
9,modals,might,CUE_DELETED,4,0.0009405637247255072,0.0009405637247255072,,,,,
9,modals,might,CUE_DELETED,8,0.0009405637247255072,0.0009405637247255072,,,,,
9,modals,might,CUE_DELETED,full,0.0009405637247255072,0.0009405637247255072,,,,,
10,modals,might,SENTENCE,1,0.12006221169576747,0.12006221169576747,,,,,
10,modals,might,SENTENCE,2,0.5555488719437562,0.5555488719437562,,,,,
10,modals,might,SENTENCE,4,0.6110933878844662,0.6110933878844662,,,,,
10,modals,might,SENTENCE,8,0.6110933878844662,0.6110933878844662,,,,,
10,modals,might,SENTENCE,full,0.6110933878844662,0.6110933878844662,,,,,
10,modals,might,JABBERWOCKY,1,0.12006221169576747,0.12006221169576747,,,,,
10,modals,might,JABBERWOCKY,2,0.6065117077996547,0.6065117077996547,,,,,
10,modals,might,JABBERWOCKY,4,0.620360779666953,0.620360779666953,,,,,
10,modals,might,JABBERWOCKY,8,0.620360779666953,0.620360779666953,,,,,
10,modals,might,JABBERWOCKY,full,0.620360779666953,0.620360779666953,,,,,
10,modals,might,FULL_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
10,modals,might,FULL_SCRAMBLED,2,0.01366679577040486,0.01366679577040486,,,,,
10,modals,might,FULL_SCRAMBLED,4,0.01112134920549579,0.01112134920549579,,,,,
10,modals,might,FULL_SCRAMBLED,8,0.01112134920549579,0.01112134920549579,,,,,
10,modals,might,FULL_SCRAMBLED,full,0.01112134920549579,0.01112134920549579,,,,,
10,modals,might,CONTENT_SCRAMBLED,1,0.12006221169576747,0.12006221169576747,,,,,
10,modals,might,CONTENT_SCRAMBLED,2,0.6065117077996547,0.6065117077996547,,,,,
10,modals,might,CONTENT_SCRAMBLED,4,0.620360779666953,0.620360779666953,,,,,
10,modals,might,CONTENT_SCRAMBLED,8,0.620360779666953,0.620360779666953,,,,,
10,modals,might,CONTENT_SCRAMBLED,full,0.620360779666953,0.620360779666953,,,,,
10,modals,might,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
10,modals,might,FUNCTION_SCRAMBLED,2,0.010117664744029753,0.010117664744029753,,,,,
10,modals,might,FUNCTION_SCRAMBLED,4,0.010320913890609518,0.010320913890609518,,,,,
10,modals,might,FUNCTION_SCRAMBLED,8,0.010320913890609518,0.010320913890609518,,,,,
10,modals,might,FUNCTION_SCRAMBLED,full,0.010320913890609518,0.010320913890609518,,,,,
10,modals,might,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
10,modals,might,CUE_DELETED,2,0.0003522168699419126,0.0003522168699419126,,,,,
10,modals,might,CUE_DELETED,4,0.0003921952593373135,0.0003921952593373135,,,,,
10,modals,might,CUE_DELETED,8,0.0003921952593373135,0.0003921952593373135,,,,,
10,modals,might,CUE_DELETED,full,0.0003921952593373135,0.0003921952593373135,,,,,
11,modals,may,SENTENCE,1,0.07479091903223889,0.07479091903223889,,,,,
11,modals,may,SENTENCE,2,0.3833409413564368,0.3833409413564368,,,,,
11,modals,may,SENTENCE,4,0.4367778983487369,0.4367778983487369,,,,,
11,modals,may,SENTENCE,8,0.4367778983487369,0.4367778983487369,,,,,
11,modals,may,SENTENCE,full,0.4367778983487369,0.4367778983487369,,,,,
11,modals,may,JABBERWOCKY,1,0.07479091903223889,0.07479091903223889,,,,,
11,modals,may,JABBERWOCKY,2,0.6238097378554812,0.6238097378554812,,,,,
11,modals,may,JABBERWOCKY,4,0.5729637090298638,0.5729637090298638,,,,,
11,modals,may,JABBERWOCKY,8,0.5729637090298638,0.5729637090298638,,,,,
11,modals,may,JABBERWOCKY,full,0.5729637090298638,0.5729637090298638,,,,,
11,modals,may,FULL_SCRAMBLED,1,0.0004921221116092056,0.0004921221116092056,,,,,
11,modals,may,FULL_SCRAMBLED,2,0.0013240832486189902,0.0013240832486189902,,,,,
11,modals,may,FULL_SCRAMBLED,4,0.00119324067782145,0.00119324067782145,,,,,
11,modals,may,FULL_SCRAMBLED,8,0.00119324067782145,0.00119324067782145,,,,,
11,modals,may,FULL_SCRAMBLED,full,0.00119324067782145,0.00119324067782145,,,,,
11,modals,may,CONTENT_SCRAMBLED,1,0.07479091903223889,0.07479091903223889,,,,,
11,modals,may,CONTENT_SCRAMBLED,2,0.6091306393791456,0.6091306393791456,,,,,
11,modals,may,CONTENT_SCRAMBLED,4,0.5853252407468972,0.5853252407468972,,,,,
11,modals,may,CONTENT_SCRAMBLED,8,0.5853252407468972,0.5853252407468972,,,,,
11,modals,may,CONTENT_SCRAMBLED,full,0.5853252407468972,0.5853252407468972,,,,,
11,modals,may,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
11,modals,may,FUNCTION_SCRAMBLED,2,0.007000234254519455,0.007000234254519455,,,,,
11,modals,may,FUNCTION_SCRAMBLED,4,0.01036313286749646,0.01036313286749646,,,,,
11,modals,may,FUNCTION_SCRAMBLED,8,0.01036313286749646,0.01036313286749646,,,,,
11,modals,may,FUNCTION_SCRAMBLED,full,0.01036313286749646,0.01036313286749646,,,,,
11,modals,may,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
11,modals,may,CUE_DELETED,2,0.0019024171342607588,0.0019024171342607588,,,,,
11,modals,may,CUE_DELETED,4,0.0027763108591898344,0.0027763108591898344,,,,,
11,modals,may,CUE_DELETED,8,0.0027763108591898344,0.0027763108591898344,,,,,
11,modals,may,CUE_DELETED,full,0.0027763108591898344,0.0027763108591898344,,,,,
12,modals,will,SENTENCE,1,0.10012808458850486,0.10012808458850486,,,,,
12,modals,will,SENTENCE,2,0.5670233182681841,0.5670233182681841,,,,,
12,modals,will,SENTENCE,4,0.6249878115340834,0.6249878115340834,,,,,
12,modals,will,SENTENCE,8,0.6249878115340834,0.6249878115340834,,,,,
12,modals,will,SENTENCE,full,0.6249878115340834,0.6249878115340834,,,,,
12,modals,will,JABBERWOCKY,1,0.10012808458850486,0.10012808458850486,,,,,
12,modals,will,JABBERWOCKY,2,0.4714849142401363,0.4714849142401363,,,,,
12,modals,will,JABBERWOCKY,4,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,JABBERWOCKY,8,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,JABBERWOCKY,full,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,FULL_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
12,modals,will,FULL_SCRAMBLED,2,0.01588656871172134,0.01588656871172134,,,,,
12,modals,will,FULL_SCRAMBLED,4,0.013982901509734802,0.013982901509734802,,,,,
12,modals,will,FULL_SCRAMBLED,8,0.013982901509734802,0.013982901509734802,,,,,
12,modals,will,FULL_SCRAMBLED,full,0.013982901509734802,0.013982901509734802,,,,,
12,modals,will,CONTENT_SCRAMBLED,1,0.10012808458850486,0.10012808458850486,,,,,
12,modals,will,CONTENT_SCRAMBLED,2,0.4714849142401363,0.4714849142401363,,,,,
12,modals,will,CONTENT_SCRAMBLED,4,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,CONTENT_SCRAMBLED,8,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,CONTENT_SCRAMBLED,full,0.4923879654961638,0.4923879654961638,,,,,
12,modals,will,FUNCTION_SCRAMBLED,1,0.018100650820997544,0.018100650820997544,,,,,
12,modals,will,FUNCTION_SCRAMBLED,2,0.02049101631564554,0.02049101631564554,,,,,
12,modals,will,FUNCTION_SCRAMBLED,4,0.013272474752739072,0.013272474752739072,,,,,
12,modals,will,FUNCTION_SCRAMBLED,8,0.013272474752739072,0.013272474752739072,,,,,
12,modals,will,FUNCTION_SCRAMBLED,full,0.013272474752739072,0.013272474752739072,,,,,
12,modals,will,CUE_DELETED,1,0.007719871093286201,0.007719871093286201,,,,,
12,modals,will,CUE_DELETED,2,6.299537926679477e-05,6.299537926679477e-05,,,,,
12,modals,will,CUE_DELETED,4,0.006084418484533671,0.006084418484533671,,,,,
12,modals,will,CUE_DELETED,8,0.006084418484533671,0.006084418484533671,,,,,
12,modals,will,CUE_DELETED,full,0.006084418484533671,0.006084418484533671,,,,,
13,modals,may,SENTENCE,1,0.07479091903223889,0.07479091903223889,,,,,
13,modals,may,SENTENCE,2,0.6410451509764243,0.6410451509764243,,,,,
13,modals,may,SENTENCE,4,0.5993078884130227,0.5993078884130227,,,,,
13,modals,may,SENTENCE,8,0.5993078884130227,0.5993078884130227,,,,,
13,modals,may,SENTENCE,full,0.5993078884130227,0.5993078884130227,,,,,
13,modals,may,JABBERWOCKY,1,0.07479091903223889,0.07479091903223889,,,,,
13,modals,may,JABBERWOCKY,2,0.5482623462412448,0.5482623462412448,,,,,
13,modals,may,JABBERWOCKY,4,0.5244228642768576,0.5244228642768576,,,,,
13,modals,may,JABBERWOCKY,8,0.5244228642768576,0.5244228642768576,,,,,
13,modals,may,JABBERWOCKY,full,0.5244228642768576,0.5244228642768576,,,,,
