item_id,condition,cue_word,cue_position,mass_VERB,mass_BEHAVE,mass_NEG,mass_ADV,mass_OTHER,mass_VerbOnly,mass_VPStart
27,CONTENT_SCRAMBLED,may,2,0.11874662473564968,0.45566203264024807,0.07800984607820283,0.12151375314715551,0.17126752359763486,0.11874662473564968,0.6524185034541006
27,FUNCTION_SCRAMBLED,may,4,0.13109236322634388,0.27510367304785177,0.03265163021569606,0.027526616264367476,0.3306387200282188,0.13109236322634388,0.4388476664898917
28,SENTENCE,will,2,0.31119938075426035,0.2376201284423587,0.05238335210378864,0.10624539688433288,0.24066235934515134,0.31119938075426035,0.6012028613004077
28,JABBERWOCKY,will,2,0.20239838348788908,0.3265748082558275,0.10324107832275331,0.08034421993943397,0.2252570073978859,0.20239838348788908,0.6322142700664699
28,FULL_SCRAMBLED,will,6,0.30653802900997107,0.3966535725267022,0.04463400242093485,0.05364656515303068,0.16244241292588413,0.30653802900997107,0.7478256039576081
28,CONTENT_SCRAMBLED,will,2,0.2709888322860934,0.2293158002430573,0.06046464633982396,0.1035582512486144,0.24637534085195512,0.2709888322860934,0.5607692788689747
28,FUNCTION_SCRAMBLED,will,4,0.27073411751916865,0.16595235830027377,0.06666250012494856,0.03672319520410383,0.3372353704471607,0.27073411751916865,0.503348975944391
29,SENTENCE,will,2,0.3151777050443343,0.2051359036922804,0.056718475600064266,0.10685006699350197,0.2628228560643038,0.3151777050443343,0.577032084336679
29,JABBERWOCKY,will,2,0.22592694540071534,0.3133147915286827,0.07563154997842503,0.10139504126709653,0.23207154205010738,0.22592694540071534,0.6148732869078231
29,FULL_SCRAMBLED,will,1,0.25194295388064347,0.29251488565205364,0.07240503228240414,0.08776283657061867,0.2241621775974636,0.25194295388064347,0.6168628718151012
29,CONTENT_SCRAMBLED,will,2,0.22592694540071534,0.3133147915286827,0.07563154997842503,0.10139504126709653,0.23207154205010738,0.22592694540071534,0.6148732869078231
29,FUNCTION_SCRAMBLED,will,0,0.06376367602206301,0.05457699426187901,0.014700722684210632,0.024032350593188312,0.3902769639826147,0.06376367602206301,0.13304139296815265
30,SENTENCE,would,2,0.20973787014372647,0.40292790704552317,0.08201673712028423,0.09149515194440028,0.17143574964575237,0.20973787014372647,0.6946825143095339
30,JABBERWOCKY,would,2,0.2320255075537716,0.34707181710837176,0.04996939787451993,0.0915853204933228,0.19997793501897831,0.2320255075537716,0.6290667225366633
30,FULL_SCRAMBLED,would,2,0.1860937489036587,0.3389079733460676,0.09065403832937591,0.09398146843886934,0.21213855751193478,0.1860937489036587,0.6156557605791022
30,CONTENT_SCRAMBLED,would,2,0.1860937489036587,0.3389079733460676,0.09065403832937591,0.09398146843886934,0.21213855751193478,0.1860937489036587,0.6156557605791022
30,FUNCTION_SCRAMBLED,would,0,0.09134636976523325,0.07956435431697173,0.022432812547776848,0.03770724294008687,0.41178219335415633,0.09134636976523325,0.19334353662998183
